id,asset_id,side,price,size,placed_ts,baseline_filled,baseline_ttf,queue_filled,queue_ttf,diff,queueAhead0,filled_size,reason
ord-0-A,51338236787729560681434534660841415073585974762690814047670810862722808070955,BUY,0.12,10,1769109816309,0,0,0,0,0,1010,0,OPEN
ord-0-B,51338236787729560681434534660841415073585974762690814047670810862722808070955,BUY,0.11,10,1769109816309,0,0,0,0,0,1708.54,0,OPEN
ord-2-A,51338236787729560681434534660841415073585974762690814047670810862722808070955,BUY,0.12,10,1769109818305,0,0,0,0,0,1010,0,OPEN
ord-2-B,51338236787729560681434534660841415073585974762690814047670810862722808070955,BUY,0.11,10,1769109818305,0,0,0,0,0,1708.54,0,OPEN
ord-4-A,53831457969823202853110826094779853295270597675255319556599777150695983919098,BUY,0.001,10,1769109823558,0,0,0,0,0,720416.43,0,OPEN
ord-4-B,53831457969823202853110826094779853295270597675255319556599777150695983919098,BUY,0.001,10,1769109823558,0,0,0,0,0,720416.43,0,OPEN
ord-6-A,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.008,10,1769109827563,0,0,0,0,0,3655.01,0,OPEN
ord-6-B,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.007,10,1769109827563,0,0,0,0,0,6775.94,0,OPEN
ord-8-A,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.008,10,1769109828566,0,0,0,0,0,3655.01,0,OPEN
ord-8-B,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.007,10,1769109828566,0,0,0,0,0,6775.94,0,OPEN
ord-10-A,27491041634908369209134203135375325220141360663598691072412091501664299197925,BUY,0.001,10,1769109832665,0,0,0,0,0,720416.43,0,OPEN
ord-10-B,27491041634908369209134203135375325220141360663598691072412091501664299197925,BUY,0.001,10,1769109832665,0,0,0,0,0,720416.43,0,OPEN
ord-12-A,8838690940631108527048181272855936786008275308935355455406740809777377823660,BUY,0.01,10,1769109836280,0,0,0,0,0,55922.33,0,OPEN
ord-12-B,8838690940631108527048181272855936786008275308935355455406740809777377823660,BUY,0.009,10,1769109836280,0,0,0,0,0,49769.39,0,OPEN
ord-14-A,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.008,10,1769109838307,0,0,0,0,0,3655.01,0,OPEN
ord-14-B,32087556102494098358189004916291893731817375241943118224601114766541240940770,BUY,0.007,10,1769109838307,0,0,0,0,0,6775.94,0,OPEN
ord-16-A,83835245338776946964312557572556765129893211997427807179516406386114613522003,BUY,0.001,10,1769109840327,0,0,0,0,0,527086.21,0,OPEN
ord-16-B,83835245338776946964312557572556765129893211997427807179516406386114613522003,BUY,0.001,10,1769109840327,0,0,0,0,0,527086.21,0,OPEN
ord-18-A,17066127610879876900068524118662950536540111723756302158713495031843880669357,BUY,0.008,10,1769109842419,0,0,0,0,0,3655.01,0,OPEN
ord-18-B,17066127610879876900068524118662950536540111723756302158713495031843880669357,BUY,0.007,10,1769109842419,0,0,0,0,0,6775.94,0,OPEN
ord-20-A,5031084282167950494806674428243037744881029417420880897305642929037077494331,BUY,0.01,10,1769109845479,0,0,0,0,0,3516.07,0,OPEN
ord-20-B,5031084282167950494806674428243037744881029417420880897305642929037077494331,BUY,0.009,10,1769109845479,0,0,0,0,0,22255.57,0,OPEN
ord-22-A,5031084282167950494806674428243037744881029417420880897305642929037077494331,BUY,0.01,10,1769109848514,0,0,0,0,0,3516.07,0,OPEN
ord-22-B,5031084282167950494806674428243037744881029417420880897305642929037077494331,BUY,0.009,10,1769109848514,0,0,0,0,0,22255.57,0,OPEN
ord-24-A,17066127610879876900068524118662950536540111723756302158713495031843880669357,BUY,0.008,10,1769109849516,0,0,0,0,0,3655.01,0,OPEN
ord-24-B,17066127610879876900068524118662950536540111723756302158713495031843880669357,BUY,0.007,10,1769109849516,0,0,0,0,0,6775.94,0,OPEN
ord-26-A,8838690940631108527048181272855936786008275308935355455406740809777377823660,BUY,0.01,10,1769109850534,0,0,0,0,0,55922.33,0,OPEN
ord-26-B,8838690940631108527048181272855936786008275308935355455406740809777377823660,BUY,0.009,10,1769109850534,0,0,0,0,0,49769.39,0,OPEN
ord-28-A,18289842382539867639079362738467334752951741961393928566628307174343542320349,BUY,0.12,10,1769109851630,0,0,0,0,0,1010,0,OPEN
ord-28-B,18289842382539867639079362738467334752951741961393928566628307174343542320349,BUY,0.11,10,1769109851630,0,0,0,0,0,1708.54,0,OPEN
